0000000091,0000006000,078294,071402,080678,065306,076145,086665,046149,089083,017555,017357,089106,046013,021894,042789,-21544,079496,070925,049652,052643,090693,028077,052643,090693,028077,046013,089106,017357,084873,085182,042934,056315,071543,092925
0000000092,0000006067,078226,071515,080580,065375,076033,086763,045160,089405,018229,018029,089428,045022,022838,042799,-22599,079486,069981,050708,051779,090971,028663,051779,090971,028663,045022,089428,018029,084201,085759,042872,056905,071050,092985
0000000093,0000006133,078157,071626,080483,065443,075921,086860,044176,089696,018920,018718,089719,044037,023796,042806,-23643,079479,069023,051752,050921,091222,029264,050921,091222,029264,044037,089719,018718,083521,086326,042825,057501,070566,093033
0000000094,0000006200,078088,071734,080389,065513,075813,086955,043195,089947,019625,019423,089970,043054,024766,042810,-24675,079474,068053,052783,050065,091439,029878,050065,091439,029878,043054,089970,019423,082835,086881,042793,058103,070092,093069
0000000095,0000006267,078019,071839,080296,065582,075708,087047,042221,090169,020349,020145,090192,042079,025746,042812,-25693,079472,067073,053801,049215,091629,030508,049215,091629,030508,042079,090192,020145,082143,087424,042774,058709,069629,093092
0000000096,0000006333,077950,071942,080205,065651,075606,087138,041255,090361,021091,020885,090383,041111,026735,042812,-26696,079473,066083,054804,048373,091793,031153,048373,091793,031153,041111,090383,020885,081446,087953,042770,059321,069176,093102
0000000097,0000006400,077881,072041,080117,065720,075506,087227,040297,090522,021849,021642,090544,040152,027733,042809,-27684,079475,065086,055792,047537,091931,031813,047537,091931,031813,040152,090544,021642,080743,088469,042780,059936,068736,093099
0000000098,0000006467,077811,072137,080030,065789,075410,087313,039347,090653,022624,022416,090675,039201,028736,042804,-28655,079480,064082,056764,046709,092042,032488,046709,092042,032488,039201,090675,022416,080035,088971,042804,060556,068306,093084
0000000099,0000006533,077741,072230,079946,065859,075317,087397,038405,090754,023415,023206,090775,038257,029746,042797,-29609,079488,063073,057717,045887,092128,033177,045887,092128,033177,038257,090775,023206,079321,089459,042843,061180,067889,093056
0000000100,0000006600,077670,072321,079865,065930,075226,087478,037472,090824,024221,024011,090846,037322,030759,042787,-30544,079498,062060,058653,045072,092186,033879,045072,092186,033879,037322,090846,024011,078603,089933,042896,061807,067483,093015
0000000101,0000006667,077598,072409,079786,066002,075138,087557,036547,090866,025043,024831,090887,036395,031776,042775,-31460,079510,061043,059569,044265,092220,034594,044265,092220,034594,036395,090887,024831,077879,090393,042963,062439,067089,092962
0000000102,0000006733,077525,072496,079710,066075,075051,087633,035629,090878,025878,025666,090899,035476,032795,042761,-32356,079524,060024,060464,043464,092228,035321,043464,092228,035321,035476,090899,025666,077149,090839,043045,063076,066707,092895
